text,english_translation,label,category,flag
"उज्ज्वला योजना के तहत मुफ्त गैस सिलेंडर सब्सिडी 1200 रुपये आपके खाते में भेजी जाएगी, वेरिफिकेशन के लिए इस नंबर पर OTP शेयर करें।","A free gas cylinder subsidy of 1200 rupees under the Ujjwala Yojana will be sent to your account, share the OTP on this number for verification.",1,govt_scheme_lure,
"बेटी बचाओ बेटी पढ़ाओ स्कीम में आपकी बेटी के नाम 50000 रुपये की छात्रवृत्ति मंजूर हुई है, क्लेम फॉर्म में बैंक डिटेल भरें इस लिंक पर।","A 50000 rupee scholarship has been approved in your daughter's name under the Beti Bachao Beti Padhao scheme, fill bank details in the claim form at this link.",1,govt_scheme_lure,
"फ्री राशन कार्ड अपडेट स्कीम: सरकार दे रही है 2000 रुपये कैश ट्रांसफर, अभी अपना आधार और मोबाइल नंबर इस पोर्टल पर लिंक करें।","Free ration card update scheme: the government is giving a 2000 rupee cash transfer, link your Aadhaar and mobile number on this portal right now.",1,govt_scheme_lure,
"स्वनिधि योजना के तहत रेहड़ी पटरी वालों को 10000 रुपये का बिना ब्याज लोन मिल रहा है, आवेदन के लिए इस लिंक पर बैंक पासबुक फोटो अपलोड करें।","Under the SVANidhi scheme, street vendors are getting an interest-free loan of 10000 rupees, upload a photo of your bank passbook at this link to apply.",1,govt_scheme_lure,
"आपके कंप्यूटर में 3 वायरस मिले हैं, हमारा Microsoft टेक्नीशियन फ्री में ठीक कर देगा, बस AnyDesk डाउनलोड करके कोड शेयर कीजिए।","3 viruses have been found in your computer, our Microsoft technician will fix it for free, just download AnyDesk and share the code.",1,tech_support_remote,
"Norton सब्सक्रिप्शन 5499 रुपये ऑटो-रिन्यू हो गई है, कैंसिल कराने के लिए इस नंबर पर कॉल करके TeamViewer से स्क्रीन एक्सेस दीजिए।","Norton subscription has auto-renewed for 5499 rupees, to get it cancelled call this number and give screen access via TeamViewer.",1,tech_support_remote,
"आपका राउटर हैक हो चुका है, हम आपके इंटरनेट प्रोवाइडर से बोल रहे हैं। रिमोट एक्सेस देकर सिक्योरिटी सेटअप ठीक करवाइए वरना कनेक्शन कट जाएगा।","Your router has been hacked, we're calling from your internet provider. Give remote access to get the security setup fixed or the connection will be cut.",1,tech_support_remote,
"Dell सर्विस सेंटर से बोल रहे हैं, आपके लैपटॉप की वारंटी क्लेम के लिए रिमोट डायग्नोसिस जरूरी है, AnyDesk इंस्टॉल करके कोड भेजिए।","We're calling from the Dell service center, remote diagnosis is required for your laptop's warranty claim, install AnyDesk and send the code.",1,tech_support_remote,
"आपके Gmail अकाउंट में संदिग्ध लॉगिन रूस से हुआ है, इसे सिक्योर करने के लिए Google सपोर्ट टीम को स्क्रीन शेयरिंग एक्सेस दीजिए।","A suspicious login has occurred on your Gmail account from Russia, give the Google support team screen sharing access to secure it.",1,tech_support_remote,
"आपके फोन में मैलवेयर डिटेक्ट हुआ है, एंटी-वायरस अपडेट के लिए हमारे टेक्नीशियन को QuickSupport ऐप से एक्सेस दीजिए, चार्ज सिर्फ 199 रुपये है।","Malware has been detected on your phone, give our technician access via the QuickSupport app for an antivirus update, the charge is only 199 rupees.",1,tech_support_remote,
"यह Windows सुरक्षा चेतावनी है, आपका सिस्टम कंप्रोमाइज हो गया है, तुरंत इस नंबर पर कॉल करके हमारे इंजीनियर को स्क्रीन एक्सेस दीजिए।","This is a Windows security warning, your system has been compromised, call this number immediately and give our engineer screen access.",1,tech_support_remote,
"आपके प्रिंटर ड्राइवर में गड़बड़ी की शिकायत मिली है HP सपोर्ट को, फ्री रिपेयर के लिए AnyDesk कोड शेयर कीजिए हमारे तकनीशियन के साथ।","HP support has received a complaint about a fault in your printer driver, share the AnyDesk code with our technician for a free repair.",1,tech_support_remote,
"A/c में 32,400 रुपये का अनऑथराइज्ड डेबिट हुआ है Amazon Pay से। यह ट्रांजैक्शन आपने नहीं किया तो हमारे फ्रॉड हेल्पलाइन पर तुरंत कॉल करें।","An unauthorized debit of 32,400 rupees has occurred from Amazon Pay in your A/c. If you did not make this transaction, call our fraud helpline immediately.",1,debit_alert_vishing,
"आपके कार्ड से 18,750 रुपये विदेश में POS पर स्वाइप हुए हैं। यदि यह आपने नहीं किया तो कार्ड ब्लॉक कराने के लिए हमारे रिकवरी सेल को कॉल बैक करें।","18,750 rupees has been swiped on a POS abroad from your card. If you did not do this, call back our recovery cell to get the card blocked.",1,debit_alert_vishing,
"बैंक अलर्ट: आपके खाते से 9,999 रुपये किसी अनजान ऐप से डेबिट हुए हैं। धोखाधड़ी होने पर 5 मिनट में इस नंबर पर कॉल करें, पैसा रोका जा सकता है।","Bank alert: 9,999 rupees has been debited from your account by an unknown app. If it's fraudulent, call this number within 5 minutes, the money can be stopped.",1,debit_alert_vishing,
"आपके क्रेडिट कार्ड से इंटरनेशनल ट्रांजैक्शन हुआ, 45,200 रुपये दुबई में खर्च हुए। तुरंत हमारी फ्रॉड टीम से संपर्क करें कार्ड ब्लॉक कराने के लिए।","An international transaction has occurred on your credit card, 45,200 rupees was spent in Dubai. Contact our fraud team immediately to get the card blocked.",1,debit_alert_vishing,
"अलर्ट: आपके UPI से 6,500 रुपये किसी अन्य डिवाइस से भेजे गए हैं। यह लेनदेन आपका नहीं है तो नीचे दिए नंबर पर तुरंत कॉल करें।","Alert: 6,500 rupees has been sent from your UPI from another device. If this transaction is not yours, call the number given below immediately.",1,debit_alert_vishing,
"आपके सेविंग अकाउंट से 12,300 रुपये ATM से निकाले गए हैं जो चेन्नई की मशीन से हुआ। यदि आप वहां नहीं थे, हमारे बैंक हेल्पलाइन पर अभी कॉल करें।","12,300 rupees has been withdrawn from your savings account from an ATM, which happened at a machine in Chennai. If you were not there, call our bank helpline right now.",1,debit_alert_vishing,
"SECURITY ALERT: आपके डेबिट कार्ड से 2,199 रुपये का सब्सक्रिप्शन विदेशी वेबसाइट पर कटा है। कैंसिल कराने के लिए हमारी टीम को कॉल करें, नंबर नीचे है।","SECURITY ALERT: a 2,199 rupee subscription has been charged on your debit card at a foreign website. Call our team to get it cancelled, the number is below.",1,debit_alert_vishing,
"आपके खाते में असामान्य गतिविधि मिली है, 27,000 रुपये का ट्रांसफर हुआ है किसी नए लाभार्थी को। तुरंत इस नंबर पर कॉल कर ट्रांजैक्शन रुकवाएं।","Unusual activity has been found in your account, a transfer of 27,000 rupees has been made to a new beneficiary. Call this number immediately to stop the transaction.",1,debit_alert_vishing,
"आपके HDFC क्रेडिट कार्ड के 15,600 रिवॉर्ड पॉइंट्स आज एक्सपायर हो रहे हैं। रिडीम करने के लिए इस लिंक पर कार्ड डिटेल कन्फर्म करें।","Your HDFC credit card's 15,600 reward points are expiring today. Confirm your card details at this link to redeem them.",1,reward_points,
"SBI कार्ड रिवॉर्ड्स: आपके 8,200 पॉइंट्स कैश में बदले जा सकते हैं, बस SMS पर आया कन्फर्मेशन कोड इस नंबर पर भेजें।","SBI Card rewards: your 8,200 points can be converted to cash, just send the confirmation code that came on SMS to this number.",1,reward_points,
"Axis बैंक: आपके 22,000 रिवॉर्ड पॉइंट्स की वैल्यू 4,400 रुपये है, वॉलेट में ट्रांसफर करने के लिए ऐप डाउनलोड करके OTP डालें।","Axis Bank: your 22,000 reward points are worth 4,400 rupees, download the app and enter the OTP to transfer to your wallet.",1,reward_points,
"Amazon Pay रिवॉर्ड्स: आपके 599 रुपये के पॉइंट्स रिडीम होने वाले हैं, आज रात 12 बजे तक अकाउंट लिंक न करने पर सब खत्म हो जाएंगे।","Amazon Pay rewards: your points worth 599 rupees are about to be redeemed, if you don't link your account by 12 tonight (midnight) they will all expire.",1,reward_points,
"ICICI बैंक कार्ड सर्विस: आपके पॉइंट्स की वैल्यू 3,850 रुपये हो गई है, क्लेम फॉर्म भरकर कार्ड नंबर और एक्सपायरी वेरिफाई करें।","ICICI Bank card service: your points are now worth 3,850 rupees, fill the claim form and verify your card number and expiry.",1,reward_points,
"Flipkart SuperCoins: आपके 1200 कॉइन कैश में कन्वर्ट होने वाले हैं, वेरिफिकेशन के लिए इस लिंक पर बैंक डिटेल डालें।","Flipkart SuperCoins: your 1200 coins are about to be converted to cash, enter bank details at this link for verification.",1,reward_points,
"Paytm फर्स्ट गेम्स रिवॉर्ड: आपको 999 रुपये का बोनस मिला है, विदड्रॉ करने के लिए वॉलेट पिन इस फॉर्म में एंटर करें।","Paytm First Games reward: you've received a bonus of 999 rupees, enter your wallet PIN in this form to withdraw it.",1,reward_points,
"Kotak बैंक लॉयल्टी पॉइंट्स: 5,000 पॉइंट्स की वैलिडिटी कल खत्म हो रही है, रिन्यू करने के लिए तुरंत ऐप में लॉगिन डिटेल भरें।","Kotak Bank loyalty points: 5,000 points' validity ends tomorrow, fill login details in the app immediately to renew them.",1,reward_points,
"मैंने आपकी वीडियो कॉल रिकॉर्ड कर ली है, अगर 15000 रुपये नहीं भेजे तो यह आपके सारे फेसबुक कॉन्टैक्ट्स को भेज दूंगा।","I've recorded your video call, if you don't send 15000 rupees I'll send it to all your Facebook contacts.",1,sextortion,
"तुम्हारा न्यूड वीडियो मेरे पास है कल रात की कॉल का, 25000 रुपये भेजो वरना फैमिली ग्रुप में डाल दूंगी।","I have your nude video from last night's call, send 25000 rupees or I'll put it in the family group.",1,sextortion,
"अनजान नंबर: कल रात हुई वीडियो कॉल की रिकॉर्डिंग है मेरे पास, ऑफिस के सबको भेजना है या 30000 रुपये भेजोगे अभी?","Unknown number: I have the recording of last night's video call, should I send it to everyone at the office or will you send 30000 rupees right now?",1,sextortion,
"तुम्हारा स्क्रीनशॉट लिया है वीडियो कॉल के दौरान, इंस्टाग्राम पर वायरल करने से पहले 10000 रुपये भेज दो, नहीं तो पछताओगे।","I took a screenshot during the video call, send 10000 rupees before it goes viral on Instagram, otherwise you'll regret it.",1,sextortion,
"आपकी बेटी की फोटो एडिट करके आपत्तिजनक बना दी है, स्कूल ग्रुप में भेजने से पहले 20000 रुपये मांगे जा रहे हैं, वरना बदनामी होगी।","Your daughter's photo has been edited to make it obscene, 20000 rupees is being demanded before it's sent to the school group, otherwise there will be disgrace.",1,sextortion,variant mechanism — targets a parent over a morphed photo of a family member rather than the recipient's own video/photo; kept as a documented morphing-blackmail variant but worth confirming it belongs in this category rather than a separate one
"वो वाला वीडियो सेव है मेरे पास, तुम्हारी शादी की फोटो भी है प्रोफाइल पर, 12000 भेज दो 2 घंटे में वरना रिश्तेदारों को भेज दूंगा।","I have that video saved, and I also have your wedding photos on your profile, send 12000 in 2 hours or I'll send it to your relatives.",1,sextortion,
"मैंने आपकी कॉल रिकॉर्ड करके एडिट कर दी है, वायरल होने से बचाने के लिए 18000 रुपये आज रात तक भेजना होगा इस नंबर पर।","I've recorded and edited your call, to stop it from going viral you'll have to send 18000 rupees to this number by tonight.",1,sextortion,
"तुम्हारी कंपनी के HR ईमेल पर वो क्लिप भेज दूंगा अगर पैसे नहीं मिले, 22000 रुपये चाहिए अभी वरना नौकरी भी जाएगी।","I'll send that clip to your company's HR email if I don't get the money, I need 22000 rupees right now or you'll lose your job too.",1,sextortion,
"यह TRAI से सूचना है, आपके नाम पर 9 सिम कार्ड एक्टिव हैं जो नियम विरुद्ध है, 2 घंटे में नंबर डिएक्टिवेट हो जाएगा, e-KYC के लिए 9 दबाएं।","This is a notice from TRAI, 9 SIM cards are active in your name which is against the rules, the number will be deactivated in 2 hours, press 9 for e-KYC.",1,sim_ekyc,
"आपका मोबाइल नंबर गैरकानूनी गतिविधि में इस्तेमाल पाया गया है, दूरसंचार विभाग द्वारा 24 घंटे में बंद कर दिया जाएगा, तुरंत हमें कॉल करके e-KYC वेरिफाई कराएं।","Your mobile number has been found used in illegal activity, it will be disconnected by the Department of Telecommunications within 24 hours, call us immediately to get e-KYC verified.",1,sim_ekyc,
"Jio यूजर अलर्ट: आपका सिम कल रात से बंद हो जाएगा क्योंकि आधार लिंक अपडेट नहीं हुआ, अभी इस नंबर पर कॉल करके OTP शेयर करें।","Jio user alert: your SIM will be disconnected from tomorrow night because the Aadhaar link was not updated, call this number right now and share the OTP.",1,sim_ekyc,
"संचार साथी पोर्टल से सूचना: आपके नाम पर एक फर्जी सिम एक्टिवेट पाई गई, इसे ब्लॉक करने के लिए तुरंत कॉल करें, नहीं तो आपका असली नंबर भी बंद हो जाएगा।","Notice from the Sanchar Saathi portal: a fraudulent SIM has been found activated in your name, call immediately to block it, otherwise your real number will also be disconnected.",1,sim_ekyc,
"Airtel से: आपके सिम की e-KYC प्रक्रिया अधूरी है, कल आधी रात तक पूरी न करने पर आउटगोइंग कॉल बंद हो जाएगी, इस नंबर पर कॉल करके वेरिफाई करें।","From Airtel: your SIM's e-KYC process is incomplete, if not completed by midnight tomorrow, outgoing calls will stop, call this number to verify.",1,sim_ekyc,
"यह दूरसंचार नियामक प्राधिकरण की रिकॉर्डेड कॉल है, आपके सिम से स्पैम कॉल्स की शिकायत मिली है, नंबर बंद होने से बचने के लिए 1 दबाकर अपनी डिटेल कन्फर्म करें।","This is a recorded call from the telecom regulatory authority, complaints of spam calls have been received from your SIM, press 1 to confirm your details to avoid the number being disconnected.",1,sim_ekyc,
"Vi नेटवर्क अलर्ट: आपका सिम कार्ड री-वेरिफिकेशन के लिए फ्लैग हुआ है, कल शाम तक प्रोसेस पूरी न होने पर सेवाएं बंद होंगी, कस्टमर केयर को कॉल करें।","Vi network alert: your SIM card has been flagged for re-verification, if the process is not completed by tomorrow evening services will be discontinued, call customer care.",1,sim_ekyc,
"आपके आधार से जुड़े 12 सिम कार्ड मिले हैं जो अवैध है, तुरंत इस टोल फ्री नंबर पर कॉल करके अपना असली सिम बचाने के लिए वेरिफिकेशन कराएं।","12 SIM cards linked to your Aadhaar have been found which is illegal, call this toll-free number immediately to get verification done to save your real SIM.",1,sim_ekyc,
"हमारे Telegram ग्रुप में जुड़िए, हर महीने 40% गारंटीड रिटर्न, सिर्फ 5000 रुपये से शुरू करें और कल से मुनाफा कमाना शुरू करें।","Join our Telegram group, 40% guaranteed return every month, start with just 5000 rupees and start earning profit from tomorrow.",1,investment,
"स्टॉक टिप्स एक्सपर्ट: कल के मल्टीबैगर शेयर की जानकारी के लिए 999 रुपये में VIP ग्रुप जॉइन करें, 3 दिन में डबल पैसा गारंटी।","Stock tips expert: join the VIP group for 999 rupees for information on tomorrow's multibagger share, guaranteed double money in 3 days.",1,investment,
"क्रिप्टो में इन्वेस्ट करें और रोज 3% का फिक्स्ड रिटर्न पाएं, 10000 रुपये से शुरुआत करें, हमारे ऐप में वॉलेट बनाकर डिपॉजिट करें।","Invest in crypto and get a fixed 3% return daily, start with 10000 rupees, create a wallet in our app and deposit.",1,investment,
"म्यूचुअल फंड एडवाइजर बोल रहा हूं, हमारी स्कीम में 6 महीने में पैसा डबल होता है, सिर्फ आज 15000 रुपये का SIP शुरू करें विशेष छूट के साथ।","I'm speaking as a mutual fund advisor, in our scheme money doubles in 6 months, start a 15000 rupee SIP just today with a special discount.",1,investment,
"फॉरेक्स ट्रेडिंग सिग्नल ग्रुप: रोज 2000 रुपये कमाएं सिर्फ 30 मिनट काम करके, एंट्री फीस 1500 रुपये आज ही जमा करें।","Forex trading signal group: earn 2000 rupees daily by working just 30 minutes, deposit a 1500 rupee entry fee today itself.",1,investment,
"IPO प्री-लिस्टिंग एलॉटमेंट गारंटी, 25000 रुपये लगाकर 3 दिन में 75000 पाएं, हमारे एजेंट को अभी कॉल करके अकाउंट खुलवाएं।","Guaranteed IPO pre-listing allotment, invest 25000 rupees and get 75000 in 3 days, call our agent right now to get an account opened.",1,investment,
"गोल्ड ट्रेडिंग बॉट में इन्वेस्ट करें, ऑटोमेटिक 5% डेली प्रॉफिट, न्यूनतम डिपॉजिट 8000 रुपये, आज जॉइन करने पर बोनस भी मिलेगा।","Invest in a gold trading bot, automatic 5% daily profit, minimum deposit 8000 rupees, you'll also get a bonus if you join today.",1,investment,
"हमारे प्राइवेट इक्विटी फंड में 50000 रुपये लगाएं और 2 महीने में 1.5 लाख पाएं, सीमित सीटें बची हैं, अभी रजिस्टर करें।","Invest 50000 rupees in our private equity fund and get 1.5 lakh in 2 months, limited seats remain, register now.",1,investment,
"टीम, हमारा पेरोल पोर्टल बदल गया है, कृपया इस नए लिंक पर अपना सैलरी अकाउंट दोबारा रजिस्टर करें ताकि इस महीने की सैलरी समय पर मिल सके।","Team, our payroll portal has changed, please re-register your salary account on this new link so this month's salary can be received on time.",1,payroll_bec,
"मैं CEO बोल रहा हूं, अभी मीटिंग में हूं इसलिए टेक्स्ट कर रहा हूं। एक क्लाइंट के लिए 15000 रुपये के Amazon गिफ्ट कार्ड अभी खरीदकर कोड भेजो।","This is the CEO speaking, I'm in a meeting right now so I'm texting. Buy 15000 rupees worth of Amazon gift cards right now for a client and send me the codes.",1,payroll_bec,
"फाइनेंस टीम से अनुरोध: वेंडर का बैंक अकाउंट बदल गया है, आज की पेमेंट 85000 रुपये नए अकाउंट में ट्रांसफर करें, डिटेल अटैच है।","Request from the finance team: the vendor's bank account has changed, transfer today's payment of 85000 rupees to the new account, details attached.",1,payroll_bec,
"हाय, मैं HR मैनेजर बोल रही हूं, आपकी सैलरी री-प्रोसेसिंग के लिए बैंक डिटेल फिर से इस फॉर्म में अपडेट करनी होगी, कल तक जमा करें।","Hi, this is the HR manager, you need to update your bank details again in this form for salary re-processing, submit by tomorrow.",1,payroll_bec,
"बॉस बोल रहा हूं, अर्जेंट है, मीटिंग में हूं कॉल नहीं कर सकता। 20000 रुपये का Google Play गिफ्ट कार्ड खरीदकर कोड भेज दो, बाद में एडजस्ट कर लेंगे।","This is the boss speaking, it's urgent, I'm in a meeting and can't call. Buy a 20000 rupee Google Play gift card and send me the codes, we'll adjust it later.",1,payroll_bec,
"एडमिन टीम: नए टैक्स नियम के अनुसार सभी कर्मचारियों को PAN और बैंक डिटेल इस लिंक पर दोबारा अपडेट करनी है, वरना सैलरी होल्ड हो जाएगी।","Admin team: as per the new tax rule, all employees need to update PAN and bank details again at this link, otherwise salary will be put on hold.",1,payroll_bec,
"यह डायरेक्टर ऑफिस से है, इस महीने बोनस डिस्ट्रीब्यूशन के लिए हर कर्मचारी को अपना IFSC कोड और खाता नंबर इस फॉर्म में सत्यापित करना है।","This is from the director's office, for this month's bonus distribution every employee needs to verify their IFSC code and account number in this form.",1,payroll_bec,
"मैनेजर बोल रहा हूं, क्लाइंट को अर्जेंट पेमेंट भेजनी है 45000 रुपये की, मैं अभी बिजी हूं, तुम अपने अकाउंट से भेज दो, कंपनी वापस कर देगी।","This is the manager speaking, an urgent payment of 45000 rupees needs to be sent to a client, I'm busy right now, send it from your account, the company will reimburse it.",1,payroll_bec,
"आपकी गाड़ी DL8CAF1234 का 500 रुपये का चालान पेंडिंग है, आज ही आधा अमाउंट में सेटल करने के लिए इस लिंक पर पेमेंट करें।","Your vehicle DL8CAF1234 has a pending challan of 500 rupees, pay at this link today to settle it for half the amount.",1,traffic_challan,
"ट्रैफिक पुलिस से सूचना: सिग्नल जंप करने का चालान 1000 रुपये कटा है, 24 घंटे में लिंक से भुगतान न करने पर कोर्ट केस बनेगा।","Notice from traffic police: a 1000 rupee challan has been issued for jumping a signal, if not paid via the link within 24 hours a court case will be made.",1,traffic_challan,
"e-चालान पेंडिंग है आपकी बाइक पर 2 चालान, कुल 1500 रुपये, आज लास्ट डेट है, इस लिंक से तुरंत भुगतान करें वरना लाइसेंस सस्पेंड होगा।","2 e-challans are pending on your bike, total 1500 rupees, today is the last date, pay immediately via this link or your license will be suspended.",1,traffic_challan,
"परिवहन विभाग से: ओवरस्पीडिंग का चालान 750 रुपये आपके नंबर पर जनरेट हुआ है, स्पेशल छूट के साथ आज ही पे करें इस लिंक पर।","From the transport department: a 750 rupee overspeeding challan has been generated on your number, pay today itself with a special discount at this link.",1,traffic_challan,
"आपकी गाड़ी का हेलमेट न पहनने का चालान 300 रुपये बकाया है, e-चालान पोर्टल पर पेमेंट स्टेटस पेंडिंग दिखा रहा है, अभी क्लियर करें।","A 300 rupee challan for not wearing a helmet is due on your vehicle, the e-challan portal shows payment status pending, clear it now.",1,traffic_challan,
"आपकी कार का नंबर CCTV में नो-पार्किंग जोन में कैद हुआ, चालान 600 रुपये का बना है, फाइनल नोटिस से पहले इस लिंक पर पेमेंट करें।","Your car's number was captured on CCTV in a no-parking zone, a 600 rupee challan has been made, pay at this link before the final notice.",1,traffic_challan,
"ट्रैफिक चालान अलर्ट: रेड लाइट वायलेशन के 1200 रुपये बकाया हैं, आज पेमेंट करने पर 50% माफी मिलेगी, लिंक पर क्लिक करें।","Traffic challan alert: 1200 rupees is due for a red light violation, you'll get a 50% waiver if you pay today, click the link.",1,traffic_challan,
"आपके वाहन पर 3 पुराने चालान मिले हैं कुल 2100 रुपये के, सेटलमेंट स्कीम में आज आखिरी दिन आधे रेट पर भुगतान कर सकते हैं।","3 old challans totaling 2100 rupees have been found on your vehicle, today is the last day in the settlement scheme when you can pay at half rate.",1,traffic_challan,
"आपके SBI खाते में 45,000 रुपये वेतन के रूप में जमा हुए हैं।","45,000 rupees has been credited to your SBI account as salary.",0,banking_notification,
"आपका ICICI क्रेडिट कार्ड बिल 12,340 रुपये का जनरेट हुआ है, देय तिथि 18 तारीख है।","Your ICICI credit card bill of 12,340 rupees has been generated, the due date is the 18th.",0,banking_notification,
"HDFC नेट बैंकिंग से आपने अभी 2,500 रुपये ट्रांसफर किए, ट्रांजैक्शन सफल रहा।","You just transferred 2,500 rupees via HDFC net banking, the transaction was successful.",0,banking_notification,
"आपका फिक्स्ड डिपॉजिट आज मैच्योर हो गया, राशि आपके लिंक्ड खाते में जमा कर दी गई है।","Your fixed deposit matured today, the amount has been credited to your linked account.",0,banking_notification,
"आपका मासिक बैंक स्टेटमेंट अटैच है, कृपया लेनदेन जांच लें।","Your monthly bank statement is attached, please review the transactions.",0,banking_notification,
आपके Axis खाते से 460 रुपये का ऑटो-डेबिट बिजली बिल के लिए हुआ है।,An auto-debit of 460 rupees has occurred from your Axis account for the electricity bill.,0,banking_notification,
"SIP की किस्त 2,000 रुपये आज सफलतापूर्वक कट गई है।","The SIP installment of 2,000 rupees was successfully deducted today.",0,banking_notification,
आपके खाते में चेक नंबर 004521 क्लियर होकर जमा हो गया है।,Cheque number 004521 has cleared and been credited to your account.,0,banking_notification,
"पासवर्ड सफलतापूर्वक बदला गया है, अगर यह आपने नहीं किया तो कस्टमर केयर से संपर्क करें।","The password has been successfully changed, if this was not you, contact customer care.",0,banking_notification,
आपके अकाउंट के लिए टू-स्टेप वेरिफिकेशन ऑन कर दिया गया है।,Two-step verification has been turned on for your account.,0,banking_notification,
"नए डिवाइस से लॉगिन हुआ है आपके Google खाते में, अगर यह आप नहीं थे तो पासवर्ड बदलें।","A login has occurred on your Google account from a new device, change your password if this wasn't you.",0,banking_notification,
"आपका मिनिमम ड्यू 350 रुपये है, कुल बकाया 5,890 रुपये, भुगतान तिथि 25 तारीख।","Your minimum due is 350 rupees, total outstanding 5,890 rupees, payment date the 25th.",0,banking_notification,
"आपके PPF खाते में इस साल का ब्याज 8,200 रुपये जमा हो गया है।","This year's interest of 8,200 rupees has been credited to your PPF account.",0,banking_notification,
आपकी ऑटो-पे रिक्वेस्ट Netflix के लिए 199 रुपये सफलतापूर्वक प्रोसेस हो गई है।,Your auto-pay request for Netflix has been successfully processed for 199 rupees.,0,banking_notification,
"आपके डेबिट कार्ड की ट्रांजैक्शन लिमिट अभी 1 लाख रुपये प्रतिदिन है, बदलने के लिए ऐप में सेटिंग देखें।","Your debit card's transaction limit is currently 1 lakh rupees per day, check settings in the app to change it.",0,banking_notification,
"आपका इंश्योरेंस प्रीमियम 4,500 रुपये अगले हफ्ते ऑटो-डेबिट होगा, बैलेंस चेक कर लें।","Your insurance premium of 4,500 rupees will be auto-debited next week, please check your balance.",0,banking_notification,
"आपके अकाउंट में विदेश से 15,000 रुपये का इनवर्ड रेमिटेंस क्रेडिट हुआ है।","An inward remittance of 15,000 rupees from abroad has been credited to your account.",0,banking_notification,
"आपका डिमैट खाता आज सफलतापूर्वक एक्टिवेट हो गया है, अब आप ट्रेडिंग शुरू कर सकते हैं।","Your demat account has been successfully activated today, you can now start trading.",0,banking_notification,
"आज सुबह 9 बजे आपके खाते से 3,200 रुपये का ATM विदड्रॉल हुआ, बैलेंस 18,760 रुपये है।","An ATM withdrawal of 3,200 rupees occurred from your account this morning at 9 o'clock, balance is 18,760 rupees.",0,banking_notification,
"आपका लॉकर किराया 2,000 रुपये अगले महीने की 5 तारीख को डेबिट होगा।","Your locker rent of 2,000 rupees will be debited on the 5th of next month.",0,banking_notification,
आपके सेविंग खाते पर इस तिमाही 340 रुपये ब्याज जमा हुआ है।,340 rupees interest has been credited to your savings account this quarter.,0,banking_notification,
"क्रेडिट कार्ड का पेमेंट 8,500 रुपये सफलतापूर्वक प्राप्त हो गया है।","A credit card payment of 8,500 rupees has been successfully received.",0,banking_notification,
"आपके होम लोन की EMI 22,400 रुपये आज कट गई है, अगली किस्त अगले महीने की 5 तारीख को है।","Your home loan EMI of 22,400 rupees was deducted today, the next installment is on the 5th of next month.",0,banking_notification,
"आपका पासबुक अपडेट के लिए ब्रांच में उपलब्ध है, कभी भी आकर प्रिंट करवा सकते हैं।","Your passbook is available at the branch for updating, you can come and get it printed anytime.",0,banking_notification,
"आपके क्रेडिट कार्ड पर इस महीने 1,240 रुपये का कैशबैक जमा हुआ है, अगले बिल में एडजस्ट होगा।","A cashback of 1,240 rupees has been credited on your credit card this month, it will be adjusted in the next bill.",0,banking_notification,
"आज ऑफिस से लेट होगा, खाना मत बनाना मेरे लिए।","I'll be late from office today, don't cook for me.",0,personal_family_chat,
"मम्मी, कल रात की ट्रेन से पहुंच रहा हूं, स्टेशन पर मत आना, ऑटो ले लूंगा।","Mom, I'm arriving by tomorrow night's train, don't come to the station, I'll take an auto.",0,personal_family_chat,
"भाई कल क्रिकेट मैच देखने चलें क्या, टिकट मिल रहे हैं।","Brother, shall we go watch the cricket match tomorrow, tickets are available.",0,personal_family_chat,
"बेटा परीक्षा कैसी गई आज, सब सवाल आए?","Son, how did the exam go today, did all the questions come?",0,personal_family_chat,
"दीदी शादी की साड़ी पसंद आ गई, फोटो भेज रही हूं देख लो।","Sister, I liked the wedding sari, I'm sending a photo, take a look.",0,personal_family_chat,
"पापा गाड़ी की सर्विसिंग करवा दी है, अब आराम से चलेगी।","Dad, I've got the car serviced, it will run smoothly now.",0,personal_family_chat,
"चाची जी, कल आपके घर आना है, कुछ लाना हो तो बताइए।","Aunty, I need to come to your place tomorrow, let me know if you need anything.",0,personal_family_chat,
"यार जन्मदिन की पार्टी शनिवार को रखी है, तुम जरूर आना।","Buddy, the birthday party is planned for Saturday, you must come.",0,personal_family_chat,
"मौसी घर पर सब ठीक है, टेंशन मत लो, फ्री होकर कॉल करना।","Aunty, everything is fine at home, don't worry, call when you're free.",0,personal_family_chat,
"अरे कल छुट्टी है ऑफिस में, चलो कहीं घूमने चलते हैं।","Hey, there's a holiday at office tomorrow, let's go somewhere for an outing.",0,personal_family_chat,
"बारिश हो रही है बाहर, छाता लेकर निकलना।","It's raining outside, take an umbrella when you go out.",0,personal_family_chat,
"आज रात का खाना मैंने बना दिया है, बस गर्म कर लेना।","I've made dinner tonight, just heat it up.",0,personal_family_chat,
"भैया गाड़ी की चाबी टेबल पर रखी है, ले जाना मत भूलना।","Brother, the car keys are on the table, don't forget to take them.",0,personal_family_chat,
कल सुबह डॉक्टर के पास जाना है साथ चल सकते हो क्या।,"I have to go to the doctor tomorrow morning, can you come along?",0,personal_family_chat,
"आंटी का फोन आया था, वो शनिवार को घर आ रही हैं।","Aunty called, she's coming home on Saturday.",0,personal_family_chat,
